area_code,area_name,area_of_use,area_south_bound_lat,area_north_bound_lat,area_west_bound_lon,area_east_bound_lon,area_polygon_file_ref,iso_a2_code,iso_a3_code,iso_n_code,remarks,information_source,data_source,revision_date,change_id,deprecated
2858,Europe - 12°W to 6°W,Europe - between 12°W and 6°W.,36,62.33,-12,-6,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2859,Europe - 6°W to 0°W,Europe - between 6°W and 0°W.,34.75,62.33,-6,0,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2860,Germany - west of 6°E,Germany - onshore and offshore west of 6°E.,50.97,55.92,3.34,6,urn:ogc:def:extent-polygon:EPSG::2860,,,,,OGP,OGP,2014/05/01,2008.045 2009.014 2011.011 2014.018,0
2861,Germany - 6°E to 12°E,"Germany - onshore and offshore between 6°E and 12°E, including Mecklenburg-Vorpommern west of 12°E and Schleswig-Holstein.",47.27,55.47,6,12,urn:ogc:def:extent-polygon:EPSG::2861,,,,,OGP,OGP,2014/05/01,2008.045 2009.014 2011.011 2014.018,0
2862,Germany - east of 12°E,"Germany - onshore and offshore east of 12°E, including Brandenburg (all state, including that part west of 12°E) and Mecklenburg-Vorpommern east of 12°E.",47.46,55.03,11.57,15.04,urn:ogc:def:extent-polygon:EPSG::2862,,,,,OGP,OGP,2014/05/01,2008.045 2009.014 2011.011 2014.018,0
2863,Europe - 18°E to 24°E,Europe - between 18°E and 24°E.,34.8,75,18,24,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2864,Europe - 24°E to 30°E,Europe - between 24°E and 30°E.,34.8,75,24,30,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2865,Europe - 30°E to 36°E,Europe - between 30°E and 36°E.,34.5,75,30,36,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2866,Europe - 36°E to 42°E,Europe - between 36°E and 42°E.,35.75,75,36,42,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2867,Europe - 42°E to 48°E,Europe - between 42°E and 48°E.,36.95,75,42,48,,,,,,OGP,OGP,2008/06/23,2008.045 2011.082,1
2868,Europe - 48°E to 54°E,Europe - between 48°E and 54°E.,36,75,48,54,,,,,,OGP,OGP,2008/06/23,2005.140 2008.045 2011.082,1
2869,Jan Mayen - onshore,Jan Mayen - onshore.,70.75,71.24,-9.17,-7.87,urn:ogc:def:extent-polygon:EPSG::2869,,,,,OGP,OGP,2014/05/01,2011.004 2011.112 2014.018,0
2870,Portugal - Madeira and Porto Santo islands onshore,Portugal - Madeira and Porto Santo islands onshore.,32.58,33.15,-17.31,-16.23,urn:ogc:def:extent-polygon:EPSG::2870,,,,Superset of areas 3679 and 3680.,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.018,0
2871,Portugal - Azores E - S Miguel onshore,Portugal - eastern Azores - Sao Miguel island onshore.,37.65,37.96,-25.92,-25.08,urn:ogc:def:extent-polygon:EPSG::2871,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.018,0
2872,Portugal - Azores C - Terceira onshore,Portugal - central Azores - Terceira island onshore.,38.57,38.86,-27.44,-26.97,urn:ogc:def:extent-polygon:EPSG::2872,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.018,0
2873,Portugal - Azores C - Faial onshore,Portugal - central Azores - Faial island onshore.,38.46,38.7,-28.9,-28.54,urn:ogc:def:extent-polygon:EPSG::2873,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.018,0
2874,Portugal - Azores C - Pico onshore,Portugal - central Azores - Pico island onshore.,38.32,38.61,-28.61,-27.98,urn:ogc:def:extent-polygon:EPSG::2874,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.018,0
2875,Portugal - Azores C - S Jorge onshore,Portugal - central Azores - Sao Jorge island onshore.,38.48,38.8,-28.37,-27.71,urn:ogc:def:extent-polygon:EPSG::2875,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.018,0
2876,Asia - Middle East - Iraq-Kuwait boundary,Iraq - Kuwait boundary.,29.06,30.32,46.36,48.61,urn:ogc:def:extent-polygon:EPSG::2876,,,,,OGP,OGP,2014/05/01,2012.057 2014.018,0
2877,Slovenia - Slovenska Bistrica,"Slovenia - Slovenska Bistrica with the Dravinja River Basin, area of Boc and parts of the Haloze and the Kozjansko region.",46.14,46.46,15.31,16,urn:ogc:def:extent-polygon:EPSG::2877,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si",OGP,2014/05/01,2011.113 2014.018,0
2878,Slovenia - Slovenske Gorice,Slovenia - Slovenske Gorice (the Slovene Humpback) with the broad region of Ormoz.,46.29,46.76,15.9,16.3,urn:ogc:def:extent-polygon:EPSG::2878,,,,,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si",OGP,2014/05/01,2011.113 2014.018,0
2879,Germany - offshore North Sea,Germany - offshore North Sea.,53.6,55.92,3.34,8.88,urn:ogc:def:extent-polygon:EPSG::2879,,,,,OGP,OGP,2014/05/01,2011.095 2012.013 2014.018,0
2880,Antarctica - Australian sector north of 80°S,Antarctica - north of 80°S and between 45°E and 136°E and between 142°E and 160°E - Australian sector north of 80°S.,-80,-60,45,160,urn:ogc:def:extent-polygon:EPSG::2880,,,,,OGP,OGP,2012/05/26,2008.045 2012.023 2012.060,0
2881,Europe - LCC & LAEA,"Europe - European Union (EU) countries and candidates. Europe - onshore and offshore: Albania; Andorra; Austria; Belgium; Bosnia and Herzegovina; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Faroe Islands; Finland; France; Germany; Gibraltar; Greece; Hungary; Iceland; Ireland; Italy; Latvia; Liechtenstein; Lithuania; Luxembourg; Macedonia; Malta; Monaco; Montenegro; Netherlands; Norway including Svalbard and Jan Mayen; Poland; Portugal including Madeira and Azores; Romania; San Marino; Serbia; Slovakia; Slovenia; Spain including Canary Islands; Sweden; Switzerland; Turkey; United Kingdom (UK) including Channel Islands and Isle of Man; Vatican City State.",24.6,84.17,-35.58,44.83,urn:ogc:def:extent-polygon:EPSG::2881,,,,,OGP,OGP,2014/05/01,2011.082 2014.018,0
2882,Italy - Adriatic - North Ancona,Italy - offshore - Adriatic Sea - North Ancona.,43.62,45.73,12.22,13.96,urn:ogc:def:extent-polygon:EPSG::2882,,,,,OGP,OGP,2014/05/01,2011.112 2014.018,0
2883,Italy - Adriatic - South Ancona / North Gargano,Italy - offshore - Adriatic Sea - South Ancona and North Gargano.,41.95,44.04,13.61,16.14,urn:ogc:def:extent-polygon:EPSG::2883,,,,,OGP,OGP,2014/05/01,2011.112 2014.018,0
2884,Italy - Adriatic - South Gargano,Italy - offshore - Adriatic Sea - South Gargano.,40.72,42.28,15.95,18.63,urn:ogc:def:extent-polygon:EPSG::2884,,,,,OGP,OGP,2014/05/01,2011.112 2014.018,0
2885,Italy - Otranto channel,Italy - offshore - Otranto channel.,39.77,41.03,17.95,18.99,urn:ogc:def:extent-polygon:EPSG::2885,,,,,OGP,OGP,2014/05/01,2011.112 2014.018,0
2886,Italy - north Ionian Sea,Italy - offshore - north Ionian Sea.,37.67,40.47,16.55,18.93,urn:ogc:def:extent-polygon:EPSG::2886,,,,,OGP,OGP,2014/05/01,2011.112 2014.018,0
2887,Italy - Sicily Strait east of 13°E,Italy - offshore - Strait of Sicily - east of 13°E (of Greenwich).,35.22,37.48,13,15.16,urn:ogc:def:extent-polygon:EPSG::2887,,,,,OGP,OGP,2014/05/01,2008.045 2011.112 2014.018,0
2888,Italy - Sicily Strait west of 13°E,Italy - offshore - Strait of Sicily - west of 13°E (of Greenwich).,35.28,38.45,10.68,13.01,urn:ogc:def:extent-polygon:EPSG::2888,,,,,OGP,OGP,2014/05/01,2008.045 2011.112 2014.018,0
2889,New Zealand - Chatham Islands group,New Zealand - Chatham Islands group - onshore.,-44.64,-43.3,-177.25,-175.54,urn:ogc:def:extent-polygon:EPSG::2889,,,,,LINZ,OGP,2014/05/01,2008.023 2011.048 2012.027 2014.018,0
2890,Guadeloupe - St Martin - onshore,Guadeloupe - onshore - St Martin island.,18.01,18.17,-63.21,-62.96,urn:ogc:def:extent-polygon:EPSG::2890,,,,,OGP,OGP,2014/05/01,2011.051 2014.018,0
2891,Guadeloupe - St Barthelemy - onshore,Guadeloupe - onshore - St Barthelemy island.,17.82,17.98,-62.92,-62.73,urn:ogc:def:extent-polygon:EPSG::2891,,,,,OGP,OGP,2014/05/01,2008.070 2011.051 2014.018,0
2892,Guadeloupe - Grande-Terre and Basse-Terre - onshore,Guadeloupe - onshore - Basse-Terre and Grande-Terre.,15.88,16.55,-61.85,-61.15,urn:ogc:def:extent-polygon:EPSG::2892,,,,,OGP,OGP,2014/05/01,2011.051 2014.018,0
2893,Guadeloupe - La Desirade - onshore,Guadeloupe - onshore - La Desirade.,16.26,16.38,-61.13,-60.97,urn:ogc:def:extent-polygon:EPSG::2893,,,,,OGP,OGP,2014/05/01,2008.080 2011.051 2014.018,0
2894,Guadeloupe - Marie-Galante - onshore,Guadeloupe - onshore - Marie-Galante.,15.8,16.05,-61.39,-61.13,urn:ogc:def:extent-polygon:EPSG::2894,,,,,OGP,OGP,2014/05/01,2011.051 2014.018,0
2895,Guadeloupe - Les Saintes - onshore,Guadeloupe - onshore - Les Saintes.,15.8,15.94,-61.68,-61.52,urn:ogc:def:extent-polygon:EPSG::2895,,,,,OGP,OGP,2014/05/01,2011.051 2014.018,0
2896,"Asia - Middle East - Israel, Palestine Territory, Turkey - offshore","Israel and Palestine Territory - offshore Mediterranean Sea; Turkey - offshore Black Sea.",31.35,43.45,28.03,41.47,urn:ogc:def:extent-polygon:EPSG::2896,,,,,OGP,OGP,2014/05/01,2009.091 2012.051 2014.018,0
2897,Asia - Middle East - Israel and Palestine Territory offshore,Israel and Palestine Territory - offshore Mediterranean Sea.,31.33,33.1,33.5,35.1,,,,,,OGP,OGP,2010/11/02,2009.091 2012.032,1
2898,Germany - Berlin,Germany - Berlin.,52.33,52.65,13.09,13.76,urn:ogc:def:extent-polygon:EPSG::2898,,,,,OGP,OGP,2014/05/01,2011.095 2014.018,0
2899,"Australia - 126°E to 132°E, 8°S to 12°S (SC52) onshore",Australia - onshore mainland between 8°S and 12°S and 126°E and 132°E.,-12,-11.07,131.02,132,urn:ogc:def:extent-polygon:EPSG::2899,,,,Map sheet SC52.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2900,"Australia - 132°E to 138°E, 8°S to 12°S (SC53) onshore",Australia - onshore mainland between 8°S and 12°S and 132°E and 138°E.,-12,-10.92,132,136.83,urn:ogc:def:extent-polygon:EPSG::2900,,,,Map sheet SC53.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2901,"Australia - 138°E to 144°E, 8°S to 12°S (SC54) onshore",Australia - onshore mainland between 8°S and 12°S and 138°E and 144°E.,-12,-10.65,141.77,143.31,urn:ogc:def:extent-polygon:EPSG::2901,,,,Map sheet SC54.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2902,"Australia - 120°E to 126°E, 12°S to 16°S (SD51) onshore",Australia - onshore mainland between 12°S and 16°S and 120°E and 126°E.,-16,-13.87,124.17,126,urn:ogc:def:extent-polygon:EPSG::2902,,,,Map sheet SD51.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2903,"Australia - 126°E to 132°E, 12°S to 16°S (SD52) onshore",Australia - onshore mainland between 12°S and 16°S and 126°E and 132°E.,-16,-12,126,132,urn:ogc:def:extent-polygon:EPSG::2903,,,,Map sheet SD52.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2904,"Australia - 132°E to 138°E, 12°S to 16°S (SD53) onshore",Australia - onshore mainland between 12°S and 16°S and 132°E and 138°E.,-16,-12,132,137.28,urn:ogc:def:extent-polygon:EPSG::2904,,,,Map sheet SD53.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2905,"Australia - 138°E to 144°E, 12°S to 16°S (SD54) onshore",Australia - onshore mainland between 12°S and 16°S and 138°E and 144°E.,-16,-12,141.34,144,urn:ogc:def:extent-polygon:EPSG::2905,,,,Map sheet SD54.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2906,"Australia - 144°E to 150°E, 12°S to 16°S (SD55) onshore",Australia - onshore mainland between 12°S and 16°S and 144°E and 150°E.,-16,-14.01,144,145.49,urn:ogc:def:extent-polygon:EPSG::2906,,,,Map sheet SD55.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2907,"Australia - 114°E to 120°E, 16°S to 20°S (SE50) onshore",Australia - onshore mainland between 16°S and 20°S and 114°E and 120°E.,-20,-19.88,118.94,120,urn:ogc:def:extent-polygon:EPSG::2907,,,,Map sheet SE50.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2908,"Australia - 120°E to 126°E, 16°S to 20°S (SE51) onshore",Australia - onshore mainland between 16°S and 20°S and 120°E and 126°E.,-20,-16,120,126,urn:ogc:def:extent-polygon:EPSG::2908,,,,Map sheet SE51.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2909,"Australia - 126°E to 132°E, 16°S to 20°S (SE52)",Australia - between 16°S and 20°S and 126°E and 132°E.,-20,-16,126,132,urn:ogc:def:extent-polygon:EPSG::2909,,,,Map sheet SE52,OGP,OGP,2008/06/23,2008.045,0
2910,"Australia - 132°E to 138°E, 16°S to 20°S (SE53) onshore",Australia - onshore between 16°S and 20°S and 132°E and 138°E.,-20,-16,132,138,urn:ogc:def:extent-polygon:EPSG::2910,,,,Map sheet SE53.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2911,"Australia - 138°E to 144°E, 16°S to 20°S (SE54) onshore",Australia - onshore mainland between 16°S and 20°S and 138°E and 144°E.,-20,-16,138,144,urn:ogc:def:extent-polygon:EPSG::2911,,,,Map sheet SE54.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2912,"Australia - 144°E to 150°E, 16°S to 20°S (SE55) onshore",Australia - onshore mainland between 16°S and 20°S and 144°E and 150°E.,-20,-16,144,148.97,urn:ogc:def:extent-polygon:EPSG::2912,,,,Map sheet SE55.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2913,"Australia - 108°E to 114°E, 20°S to 24°S (SF49) onshore",Australia - onshore mainland between 20°S and 24°S and 108°E and 114°E.,-24,-21.8,113.39,114,urn:ogc:def:extent-polygon:EPSG::2913,,,,Map sheet SF49.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2914,"Australia - 114°E to 120°E, 20°S to 24°S (SF50) onshore",Australia - onshore mainland between 20°S and 24°S and 114°E and 120°E.,-24,-20,114,120,urn:ogc:def:extent-polygon:EPSG::2914,,,,Map sheet SF50.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2915,"Australia - 120°E to 126°E, 20°S to 24°S (SF51)",Australia - between 20°S and 24°S and 120°E and 126°E.,-24,-20,120,126,urn:ogc:def:extent-polygon:EPSG::2915,,,,Map sheet SF51.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2916,"Australia - 126°E to 132°E, 20°S to 24°S (SF52)",Australia - between 20°S and 24°S and 126°E and 132°E.,-24,-20,126,132,urn:ogc:def:extent-polygon:EPSG::2916,,,,Map sheet SF52,OGP,OGP,2008/06/23,2008.045,0
2917,"Australia - 132°E to 138°E, 20°S to 24°S (SF53)",Australia - between 20°S and 24°S and 132°E and 138°E.,-24,-20,132,138,urn:ogc:def:extent-polygon:EPSG::2917,,,,Map sheet SF53.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2918,"Australia - 138°E to 144°E, 20°S to 24°S (SF54)",Australia - between 20°S and 24°S and 138°E and 144°E.,-24,-20,138,144,urn:ogc:def:extent-polygon:EPSG::2918,,,,Map sheet SF54.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2919,"Australia - 144°E to 150°E, 20°S to 24°S (SF55) onshore",Australia - onshore mainland between 20°S and 24°S and 144°E and 150°E.,-24,-20,144,150,urn:ogc:def:extent-polygon:EPSG::2919,,,,Map sheet SF55.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2920,"Australia - 150°E to 156°E, 20°S to 24°S (SF56) onshore",Australia - onshore mainland between 20°S and 24°S and 150°E and 156°E.,-24,-22,150,151.82,urn:ogc:def:extent-polygon:EPSG::2920,,,,Map sheet SF56.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2921,"Australia - 108°E to 114°E, 24°S to 28°S (SG49) onshore",Australia - onshore mainland between 24°S and 28°S and 108°E and 114°E.,-27.44,-24,112.85,114,urn:ogc:def:extent-polygon:EPSG::2921,,,,Map sheet SG49.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2922,"Australia - 114°E to 120°E, 24°S to 28°S (SG50) onshore",Australia - onshore mainland between 24°S and 28°S and 114°E and 120°E.,-28,-24,114,120,urn:ogc:def:extent-polygon:EPSG::2922,,,,Map sheet SG50.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2923,"Australia - 120°E to 126°E, 24°S to 28°S (SG51)",Australia - between 24°S and 28°S and 120°E and 126°E.,-28,-24,120,126,urn:ogc:def:extent-polygon:EPSG::2923,,,,Map sheet SG51.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2924,"Australia - 126°E to 132°E, 24°S to 28°S (SG52)",Australia - between 24°S and 28°S and 126°E and 132°E.,-28,-24,126,132,urn:ogc:def:extent-polygon:EPSG::2924,,,,Map sheet SG52,OGP,OGP,2008/06/23,2008.045,0
2925,"Australia - 132°E to 138°E, 24°S to 28°S (SG53)",Australia - between 24°S and 28°S and 132°E and 138°E.,-28,-24,132,138,urn:ogc:def:extent-polygon:EPSG::2925,,,,Map sheet SG53.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2926,"Australia - 138°E to 144°E, 24°S to 28°S (SG54)",Australia - between 24°S and 28°S and 138°E and 144°E.,-28,-24,138,144,urn:ogc:def:extent-polygon:EPSG::2926,,,,Map sheet SG54.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2927,"Australia - 144°E to 150°E, 24°S to 28°S (SG55)",Australia - between 24°S and 28°S and 144°E and 150°E.,-28,-24,144,150,urn:ogc:def:extent-polygon:EPSG::2927,,,,Map sheet SG55.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2928,"Australia - 150°E to 156°E, 24°S to 28°S (SG56) onshore",Australia - onshore mainland between 24°S and 28°S and 150°E and 156°E.,-28,-24,150,153.6,urn:ogc:def:extent-polygon:EPSG::2928,,,,Map sheet SG56.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2929,"Australia - 108°E to 114°E, 28°S to 32°S (SH49)",Australia - between 28°S and 32°S and 108°E and 114°E.,-32,-28,108,114,,,,,Map sheet SH52,OGP,OGP,2008/06/23,2008.045 2012.007,1
2930,"Australia - 114°E to 120°E, 28°S to 32°S (SH50) onshore",Australia - onshore mainland between 28°S and 32°S and 114°E and 120°E.,-32,-28,114.07,120,urn:ogc:def:extent-polygon:EPSG::2930,,,,Map sheet SH50.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2931,"Australia - 120°E to 126°E, 28°S to 32°S (SH51)",Australia - between 28°S and 32°S and 120°E and 126°E.,-32,-28,120,126,urn:ogc:def:extent-polygon:EPSG::2931,,,,Map sheet SH51.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2932,"Australia - 126°E to 132°E, south of 28°S (SH52) onshore",Australia - onshore mainland south of 28°S and between 126°E and 132°E.,-32.37,-28,126,132,urn:ogc:def:extent-polygon:EPSG::2932,,,,Map sheet SH52.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2933,"Australia - 132°E to 138°E, 28°S to 32°S (SH53) onshore",Australia - onshore between 28°S and 32°S and 132°E and 138°E.,-32,-28,132,138,urn:ogc:def:extent-polygon:EPSG::2933,,,,Map sheet SH53.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2934,"Australia - 138°E to 144°E, 28°S to 32°S (SH54)",Australia - between 28°S and 32°S and 138°E and 144°E.,-32,-28,138,144,urn:ogc:def:extent-polygon:EPSG::2934,,,,Map sheet SH54,OGP,OGP,2008/06/23,2008.045,0
2935,"Australia - 144°E to 150°E, 28°S to 32°S (SH55)",Australia - between 28°S and 32°S and 144°E and 150°E.,-32,-28,144,150,urn:ogc:def:extent-polygon:EPSG::2935,,,,Map sheet SH55,OGP,OGP,2008/06/23,2008.045,0
2936,"Australia - 150°E to 156°E, 28°S to 32°S (SH56) onshore",Australia - onshore mainland between 28°S and 32°S and 150°E and 156°E.,-32,-28,150,153.69,urn:ogc:def:extent-polygon:EPSG::2936,,,,Map sheet SH56.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2937,"Australia - 114°E to 120°E, 32°S to 36°S (SI50) onshore",Australia - onshore mainland between 32°S and 36°S and 114°E and 120°E.,-35.19,-32,114.89,120,urn:ogc:def:extent-polygon:EPSG::2937,,,,Map sheet SI50.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2938,"Australia - 120°E to 126°E, 32°S to 36°S (SI51) onshore",Australia - onshore mainland between 32°S and 36°S and 120°E and 126°E.,-34.16,-32,120,126,urn:ogc:def:extent-polygon:EPSG::2938,,,,Map sheet SI51.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2939,"Australia - 132°E to 138°E, 32°S to 36°S (SI53) onshore",Australia - onshore mainland and Kangaroo Island between 32°S and 36°S and 132°E and 138°E.,-36,-32,132.08,138,urn:ogc:def:extent-polygon:EPSG::2939,,,,Map sheet SI53.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2940,"Australia - 138°E to 144°E, 32°S to 36°S (SI54) onshore",Australia - onshore between 32°S and 36°S and 138°E and 144°E.,-36,-32,138,144,urn:ogc:def:extent-polygon:EPSG::2940,,,,Map sheet SI54.,OGP,OGP,2012/01/21,2008.045 2012.007,0
2941,"Australia - 144°E to 150°E, 32°S to 36°S (SI55)",Australia - between 32°S and 36°S and 144°E and 150°E.,-36,-32,144,150,urn:ogc:def:extent-polygon:EPSG::2941,,,,Map sheet SI55,OGP,OGP,2008/06/23,2008.045,0
2942,"Australia - 150°E to 156°E, 32°S to 36°S (SI56) onshore",Australia - onshore mainland between 32°S and 36°S and 150°E and 156°E.,-36,-32,150,152.66,urn:ogc:def:extent-polygon:EPSG::2942,,,,Map sheet SI56.,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2943,"Australia - 132°E to 138°E, 36°S to 40°S (SJ53) onshore",Australia - onshore Kangaroo Island between 36°S and 40°S and 132°E and 138°E.,-36.14,-36,136.57,137.68,urn:ogc:def:extent-polygon:EPSG::2943,,,,Map sheet SJ53.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2944,"Australia - 138°E to 144°E, 36°S to 40°S (SJ54) onshore",Australia - onshore mainland between 36°S and 40°S and 138°E and 144°E.,-38.91,-36,139.38,144,urn:ogc:def:extent-polygon:EPSG::2944,,,,Map sheet SJ54.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2945,"Australia - 144°E to 150°E, 36°S to 40°S (SJ55) onshore",Australia - onshore mainland between 36°S and 40°S and 144°E and 150°E.,-39.2,-36,144,150,urn:ogc:def:extent-polygon:EPSG::2945,,,,Map sheet SJ55.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2946,"Australia - 150°E to 156°E, 36°S to 40°S (SJ56) onshore",Australia - onshore mainland between 36°S and 40°S and 150°E and 156°E.,-37.57,-36,150,150.22,urn:ogc:def:extent-polygon:EPSG::2946,,,,Map sheet SJ56.,OGP,OGP,2012/02/19,2008.045 2012.007 2012.027,0
2947,Australia - Tasmania mainland onshore,Australia - Tasmania mainland - onshore.,-43.7,-40.24,144.55,148.44,urn:ogc:def:extent-polygon:EPSG::2947,,,,,OGP,OGP,2014/05/01,2008.045 2012.007 2012.027 2014.018,0
2948,USA - CONUS east of 89°W - onshore,"United States (USA) - CONUS east of 89°W - onshore - Alabama; Connecticut; Delaware; Florida; Georgia; llinois; Indiana; Kentucky; Maine; Maryland; Massachusetts; Michigan; Mississippi; New Hampshire; New Jersey; New York; North Carolina; Ohio; Pennsylvania; Rhode Island; South Carolina; Tennessee; Vermont; Virginia; West Virginia; Wisconsin.",24.41,48.32,-89,-66.91,urn:ogc:def:extent-polygon:EPSG::2948,,,,,OGP,OGP,2014/05/01,2008.045 2008.070 2011.041 2011.069 2014.018,0
2949,USA - CONUS 89°W-107°W - onshore,"United States (USA) - CONUS between 89°W and 107°W - onshore - Arkansas; Colorado; Illinois; Iowa; Kansas; Louisiana; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; New Mexico; North Dakota; Oklahoma; South Dakota; Tennessee; Texas; Wisconsin; Wyoming.",25.83,49.38,-107,-89,urn:ogc:def:extent-polygon:EPSG::2949,,,,,OGP,OGP,2014/05/01,2008.045 2008.070 2011.041 2014.018,0
2950,USA - CONUS west of 107°W - onshore,"United States (USA) - CONUS west of 107°W - onshore - Arizona; California; Colorado; Idaho; Montana; Nevada; New Mexico; Oregon; Utah; Washington; Wyoming.",31.33,49.05,-124.79,-107,urn:ogc:def:extent-polygon:EPSG::2950,,,,,OGP,OGP,2011/08/17,2008.045 2008.070 2011.041 2011.069,0
2951,Japan - 120°E to 126°E onshore,Japan - onshore west of 126°E.,23.98,24.94,123.62,125.51,urn:ogc:def:extent-polygon:EPSG::2951,,,,,OGP,OGP,2014/05/01,2008.045 2012.004 2012.050 2014.018,0
2952,Japan - 126°E to 132°E onshore,Japan - onshore between 126°E and 132°E.,24.4,34.9,126.63,132,urn:ogc:def:extent-polygon:EPSG::2952,,,,,OGP,OGP,2014/05/01,2008.045 2012.004 2012.050 2013.063,0
2953,Japan - 132°E to 138°E onshore,Japan - onshore between 132°E and 138°E.,20.37,37.58,132,138,urn:ogc:def:extent-polygon:EPSG::2953,,,,,OGP,OGP,2014/05/01,2008.045 2012.004 2012.050 2014.018,0
2954,Japan - 138°E to 144°E onshore,Japan - onshore between 138°E and 144°E.,24.67,45.54,138,144,urn:ogc:def:extent-polygon:EPSG::2954,,,,,OGP,OGP,2014/05/01,2008.045 2012.004 2012.050 2014.018,0
2955,Japan - 144°E to 150°E onshore,Japan - onshore east of 144°E.,42.84,44.4,144,145.87,urn:ogc:def:extent-polygon:EPSG::2955,,,,,OGP,OGP,2014/05/01,2008.045 2012.004 2012.050 2014.018,0
2956,Kuwait - north of 29.25°N,Kuwait - onshore north of a line between Al Jahra' and the Kuwait/Iraq/Saudi Arabia border tripoint.,29.1,30.09,46.54,48.42,urn:ogc:def:extent-polygon:EPSG::2956,,,,,OGP,OGP,2014/05/01,2008.045 2012.051 2014.018,0
2957,Kuwait - south of 29.25°N,Kuwait - onshore south of a line between Al Jahra' and the Kuwait/Iraq/Saudi Arabia border tripoint.,28.53,29.45,46.54,48.48,urn:ogc:def:extent-polygon:EPSG::2957,,,,,OGP,OGP,2014/05/01,2008.045 2012.051 2012.060 2014.018,0
